0.10000000000000001 0.10000000000000001 0.10000000000000001 0.10000000000000001 0.10000000000000001 0.10000000000000001 0.10000000000000001
0.20000000000000001 0.20000000000000001 0.20000000000000001 0.20000000000000001 0.20000000000000001 0.20000000000000001 0.20000000000000001
0.5 0.5 0.5 0.5 0.5 0.5 0.5
1 1 1 1 1 1 1
2 2 2 2 2 2 2
5 5 5 5 5 5 5
10 10 10 10 10 10 10
0.10000000000000001 0.20000000000000001 0.5 1 2 5 10
0.10000000000000001 0.20000000000000001 0.5 1 2 5 10
0.10000000000000001 0.20000000000000001 0.5 1 2 5 10
0.10000000000000001 0.20000000000000001 0.5 1 2 5 10
0.10000000000000001 0.20000000000000001 0.5 1 2 5 10
0.10000000000000001 0.20000000000000001 0.5 1 2 5 10
0.10000000000000001 0.20000000000000001 0.5 1 2 5 10
31.622776601683789 15.811388300841895 6.3245553203367582 3.1622776601683791 1.5811388300841895 0.63245553203367588 0.31622776601683794
22.360679774997898 11.180339887498949 4.4721359549995796 2.2360679774997898 1.1180339887498949 0.44721359549995793 0.22360679774997896
14.142135623730947 7.0710678118654737 2.8284271247461898 1.4142135623730949 0.70710678118654746 0.28284271247461901 0.1414213562373095
10 5 2 1 0.5 0.20000000000000001 0.10000000000000001
7.0710678118654737 3.5355339059327369 1.4142135623730949 0.70710678118654746 0.35355339059327373 0.1414213562373095 0.070710678118654752
4.4721359549995787 2.2360679774997894 0.89442719099991586 0.44721359549995793 0.22360679774997896 0.089442719099991588 0.044721359549995794
3.1622776601683786 1.5811388300841893 0.63245553203367588 0.31622776601683794 0.15811388300841897 0.063245553203367583 0.031622776601683791
0.03712399439433077 0.12315410440917543 0.48822371108862006 1.1330504090991425 2.1320928360704068 3.5883186859413243 4.5161126634554645
0.047593381695312839 0.15366655029301898 0.58999843214355763 1.3179418722391867 2.3452414910353232 3.8394013756407972 4.7271490439625756
0.062101034579760378 0.1929297327112241 0.70073882378421282 1.4940499232335265 2.5947047346007412 4.0637993216174628 4.8961392365181693
0.072269579597983732 0.22107423328372505 0.76868598082390405 1.5963740324767757 2.7133501743601212 4.1663206037609992 4.9661616306645335
0.081026766464076722 0.24299649054045402 0.82417397254328251 1.6727575182902286 2.7921202026006489 4.2279191903980804 5.0073130672925004
0.090173570352482482 0.26405279042579788 0.86834171143040262 1.7317103351783798 2.8545672552674666 4.2756382918659535 5.0388168996215166
0.095495795085201687 0.27530983985577057 0.89038384932051784 1.761124058640462 2.8863135456810975 4.3003043587287815 5.0667272056426436
0.06774040098531231 0.12116016284797894 0.21168828931629668 0.2650798880810587 0.26740278103443887 0.1936837623083609 0.12799385409493177
0.074925191471784489 0.12872735867013357 0.21739207665349297 0.26070570219832967 0.24636658346496751 0.17272823583796565 0.11021659279239687
0.080396401706277501 0.13312239142402016 0.21347450905563173 0.24607531843548724 0.22915306966847462 0.15386880704019254 0.095604946876422306
0.082130779348582261 0.13512959136882638 0.21055493192927932 0.23928637465027039 0.22020066107192859 0.14558340580037385 0.089632610365522253
0.082684855077279212 0.13501604052442795 0.209352482069635 0.23553855612536978 0.21469886273192137 0.14076842084368002 0.086241868720105835
0.082974935793704782 0.13461374352457089 0.20723432213377319 0.23211210567453433 0.21048561037558219 0.13698997756901826 0.083560472693411866
0.083515494386398964 0.13487602790901415 0.20654233773654984 0.23040354081119546 0.20795102342556387 0.13452307320400742 0.081718318486421887
0.0021421395672670206 0.0076628415255305367 0.033470857411209198 0.083825620823866548 0.16912036814642056 0.30624091734254599 0.40475210544325374
0.0033507564271619845 0.011513724982016665 0.048610346116705561 0.11659113444745638 0.2203569712048172 0.3862320769673066 0.49290358746442553
0.0056848840829505998 0.018826349140738989 0.075474636481853014 0.17400152634837204 0.32407137898458344 0.54400838435602272 0.67602906251297856
0.0082130779348582386 0.027025918273765284 0.10527746596463966 0.23928637465027039 0.44040132214385713 0.7279170290018695 0.89632610365522247
0.011693404345314233 0.03818830312951231 0.14803455972967397 0.33310182053427434 0.60726008700312539 0.99538304955487877 1.219644203883737
0.018553759686340411 0.060201096245332625 0.2316950157811031 0.51901844668887354 0.94132026617067344 1.5315945104024808 1.8684689717448391
0.026409918217602728 0.085303089989784503 0.32657211025162214 0.72859996993093668 1.3151977515756239 2.1269965458511413 2.5841601297613668
